zipcode,num_fires_2017_2019,avg_acres,min_acres,avg_distance_m,min_distance_m
95134,1,321.404541015625,321.404541015625,445156.5359357832,8668.190038722905
95135,1,207.74560546875,207.74560546875,426017.4042038836,8177.309373457965
95136,1,207.74560546875,207.74560546875,432650.4394616252,13468.868693851178
95148,1,207.74560546875,207.74560546875,432324.45232315146,14249.538643968557
95228,6,2120.8406368891397,26.817594528198242,431886.3459407338,1424.400606583806
95240,2,30.29771614074707,23.17400360107422,455167.6271108879,9080.85584075018
95255,2,69.97239971160889,9.709066390991211,463129.51742170827,5590.381254199423
95338,2,48476.44503211975,52.85100173950195,386705.1028954397,12545.006747869838
95340,1,4564.0947265625,4564.0947265625,383926.7996639255,14139.202589638715
95401,3,31097.354634602863,791.88812255859375,550797.1085645867,15426.734765044492
95403,3,30868.727063496906,106.00540924072266,552203.5857140102,8776.570815883415
95404,3,31097.354634602863,791.88812255859375,543929.6991777959,10638.150429390145
95405,3,31097.354634602863,791.88812255859375,542793.168616719,8591.513667195068
95407,4,23327.458060741425,17.768339157104492,544437.7137507814,9656.11735560212
95422,6,71304.47432676952,21.266874313354492,580047.5048714813,4331.439476999589
95446,1,12.975188255310059,12.975188255310059,568474.6564414529,12972.786362076835
95448,4,13545.073274374008,12.975188255310059,568112.0049163895,2349.840980097422
95449,3,16383.823118845621,35.200435638427734,603475.3035141609,10724.64840487248
95451,7,68399.75084332058,24.470212936401367,586177.9773961022,4425.914338818674
95467,2,1273.326560974121,58.43510437011719,562434.0744863014,16096.314825613563
95476,3,19156.52921772003,14.026862144470215,519034.8044943193,10383.959953122938
95492,3,12273.65499083201,12.975188255310059,557695.8434876705,10395.66826548772
95602,5,34.98327407836914,4.950162887573242,522595.7753695556,8686.699929128168
95603,3,68.84808031717937,4.950162887573242,515415.0110384376,8873.088805008721
95608,4,61.21633720397949,19.921436309814453,497637.06019379996,13658.219537168434
95610,4,61.21633720397949,19.921436309814453,501412.52464909485,11818.073846806357
95614,3,68.84808031717937,4.950162887573242,510457.82825639466,7951.85850052991
95621,4,64.11782360076904,19.921436309814453,502466.08682423015,9173.819217674614
95624,1,84.32344055175781,84.32344055175781,482535.8133047717,16239.739417963938
95628,2,38.64999580383301,26.63998031616211,497570.54602775665,9736.003156132834
95630,2,183.32727432250977,50.660011291503906,495877.07484108646,9481.357235852485
95631,2,99.90327835083008,64.9049301147461,522239.7324549033,7407.898765237977
95640,3,296.6709523200989,1.399644374847412,465189.8567841641,9731.588585164582
95648,8,101.8769263625145,4.857595920562744,521818.6820712967,6944.129122485181
95660,5,66.8367805480957,19.921436309814453,503197.9224639951,7477.44916143888
95662,2,38.64999580383301,26.63998031616211,499592.4036960455,11892.175392537376
95670,1,50.660011291503906,50.660011291503906,494637.9956148046,8980.545271123936
95677,4,52.36037731170654,4.950162887573242,508287.82565525797,10611.64184420616
95678,7,140.5957636151995,4.950162887573242,507395.9631974659,8951.790699377192
95682,4,137.10444831848145,34.91486358642578,487391.88887327944,6340.805767671912
95687,3,775.6748644510905,42.803340911865234,498789.77463649475,7360.117761144335
95747,8,132.72379833459854,4.857595920562744,511171.16150896944,3847.723738311284
95762,3,144.4636967976888,50.660011291503906,494656.947471839,14511.44918659629
95815,3,76.61043802897136,19.921436309814453,499832.6823403356,14186.718511229343
95821,4,64.11782360076904,19.921436309814453,499338.48348607094,12532.837007317645
95825,1,19.921436309814453,19.921436309814453,497365.7613422474,15949.936200968552
95834,4,76.8859806060791,19.921436309814453,505084.2920780719,12677.28535732723
95835,5,66.8367805480957,19.921436309814453,507460.22160007124,10567.980536362253
