zipcode,num_fires_2018_2019,avg_acres,min_acres,avg_distance_m,min_distance_m
90006,1,1.006724834442139,1.006724834442139,175826.2514416867,11299.98553240807
90007,1,1.006724834442139,1.006724834442139,177034.53590644858,13533.2368121114
90008,1,1.006724834442139,1.006724834442139,176338.75015435176,12844.733394928966
90012,1,1.006724834442139,1.006724834442139,176904.45479679937,14314.380959394559
90013,1,1.006724834442139,1.006724834442139,177671.97859151772,15318.901373815212
90014,1,1.006724834442139,1.006724834442139,177376.30592729404,14581.987694519123
90015,1,1.006724834442139,1.006724834442139,177077.93010019016,13811.970400422311
90016,1,1.006724834442139,1.006724834442139,175127.77655334785,10621.223328259888
90017,1,1.006724834442139,1.006724834442139,176553.91561721152,13001.723731069436
90018,1,1.006724834442139,1.006724834442139,176076.86893142742,11795.756670781111
90019,1,1.006724834442139,1.006724834442139,174514.71301505627,8952.750512697892
90020,1,1.006724834442139,1.006724834442139,174535.62395800446,8829.987270830832
90024,3,1.3900603055953984,1.006724834442139,171641.43337787848,8232.06355802834
90025,3,1.3900603055953984,1.006724834442139,172515.11360881606,10619.553868713629
90026,1,1.006724834442139,1.006724834442139,175567.1104700296,11622.044084361161
90028,1,1.006724834442139,1.006724834442139,172654.97423311483,5312.940920151859
90031,1,1.006724834442139,1.006724834442139,177358.96791719555,16094.621122213743
90034,1,1.006724834442139,1.006724834442139,174070.94650679754,10387.446758148666
90036,1,1.006724834442139,1.006724834442139,173192.3417792914,6356.740708920439
90037,1,1.006724834442139,1.006724834442139,178231.05736095033,15685.316620794501
90038,1,1.006724834442139,1.006724834442139,173088.6875340758,6026.5450954794305
90043,1,1.006724834442139,1.006724834442139,177776.58039215798,15340.78718051283
90046,1,1.006724834442139,1.006724834442139,171143.1535631191,2034.8249623693005
90048,1,1.006724834442139,1.006724834442139,172472.9368570606,5525.666472129195
90049,3,1.3900603055953984,1.006724834442139,169959.4628649752,7924.369650269324
90057,1,1.006724834442139,1.006724834442139,175755.69996577615,11445.594075484156
90062,1,1.006724834442139,1.006724834442139,177609.87911128916,14643.619381180886
90064,2,1.4114735126495366,1.006724834442139,173286.67489189457,10447.981401104198
90066,2,1.4114735126495366,1.006724834442139,175246.93015505016,14319.849377771601
90071,1,1.006724834442139,1.006724834442139,176862.0785188269,13711.192790178908
90210,2,1.4114735126495366,1.006724834442139,170381.99752788077,4170.940780411564
90230,1,1.006724834442139,1.006724834442139,176066.51128808755,13989.857485309441
90291,1,1.816222190856934,1.816222190856934,175295.69221742847,13988.745086378918
90401,2,1.581728041172028,1.347233891487122,173741.42339296467,10450.027996863479
90404,3,1.3900603055953984,1.006724834442139,173211.96669513496,11072.79076301285
90405,2,1.4114735126495366,1.006724834442139,174167.7542877501,12393.21228100705
90601,1,0.119579635560513,0.119579635560513,186439.17921616652,12624.463891847714
90602,1,0.119579635560513,0.119579635560513,188249.48906421728,10715.308042121354
90603,1,0.119579635560513,0.119579635560513,190507.88268137406,8100.767393145981
90620,1,0.119579635560513,0.119579635560513,195282.83192017648,16028.579321580059
90631,1,0.119579635560513,0.119579635560513,192132.04740753167,4603.759551131282
90638,1,0.119579635560513,0.119579635560513,192111.9907667684,11489.63299174864
90670,1,0.119579635560513,0.119579635560513,188703.2402182634,14730.522905102922
91016,1,138.7085418701172,138.7085418701172,183902.74386591156,16483.209998808525
91040,1,1.006724834442139,1.006724834442139,170438.1513375078,15889.914067765225
91202,1,1.006724834442139,1.006724834442139,173108.970090267,11255.74649496451
91206,1,1.006724834442139,1.006724834442139,175257.18321681448,15722.670374694362
91302,8,12142.098589451984,0.076213091611862,168406.18123368407,3099.823183633226
91303,8,12149.39734556945,0.009721163660288,166211.76625272373,8266.884567272917
91304,8,12149.179844432045,0.009721163660288,165918.34838666703,5183.531805944418
91306,9,10799.473907275746,0.009721163660288,166173.4455249032,9618.419116361727
91311,6,16198.661352135861,0.009721163660288,165947.51897306394,4759.405362085861
91316,5,19390.660755500197,0.133596584200859,167369.4688006978,8102.06617535977
91321,2,1675.3073606193066,0.086400926113129,168466.24983263266,4963.861323590763
91325,5,19426.527782524376,0.009721163660288,166549.95634791226,12315.086790158668
91331,2,0.5465628802776339,0.086400926113129,168251.4973293651,14386.413008816335
91335,6,16189.083721745139,0.009721163660288,166516.08565049813,9823.329754788885
91342,1,0.086400926113129,0.086400926113129,169596.30302087057,13992.40544410563
91344,4,24282.8229196826,0.009721163660288,166899.1438315258,6253.173596384472
91350,2,1675.3073606193066,0.086400926113129,170056.64106847526,10112.569562139006
91351,3,1119.9312438766162,0.086400926113129,170568.52606556314,11568.415405940465
91356,6,16189.249889023602,0.133596584200859,167191.40519371175,5422.165232273706
91360,9,11254.16907367193,0.064174227416515,171797.65515272194,3571.4694855810026
91362,11,9208.061786152422,0.064174227416515,169834.9678247987,3914.991754651705
91364,8,12142.09027796099,0.009721163660288,166983.77247099832,3447.65229116108
91367,10,9719.626142281666,0.009721163660288,166543.8253063878,6273.111681896243
91377,14,7252.238667598526,0.009721163660288,168452.75305272787,1102.1984168700221
91387,2,4.63270565867424,0.086400926113129,171430.0971240102,8963.14540671493
91402,2,0.5465628802776339,0.086400926113129,167734.37872964694,12852.211915301288
91405,2,1.1769793629646306,1.006724834442139,167783.16713447726,10875.580391852667
91406,5,19427.07314751148,1.006724834442139,167145.2624307272,12576.36937242378
91411,3,1.3900603055953984,1.006724834442139,167824.24830078805,9753.32731335237
91423,3,1.3900603055953984,1.006724834442139,168732.90591448633,5834.957580171357
91501,1,1.006724834442139,1.006724834442139,171802.73843227068,11478.605420248321
91504,1,1.006724834442139,1.006724834442139,170757.5585765743,10222.71858094838
91506,1,1.006724834442139,1.006724834442139,171128.85817687155,7324.836950957424
91605,1,1.006724834442139,1.006724834442139,168728.13467957053,9615.430509470045
91606,1,1.006724834442139,1.006724834442139,169121.80834385462,7170.078684344614
91607,1,1.006724834442139,1.006724834442139,169051.62734196178,5258.626573295253
91608,1,1.006724834442139,1.006724834442139,170671.3467163043,2877.0026027855633
91701,1,14.0169677734375,14.0169677734375,204304.97265750333,8479.57286459852
91702,1,138.7085418701172,138.7085418701172,189133.64815431938,3746.7679930223435
91706,1,0.119579635560513,0.119579635560513,186334.47916120873,16021.22392651564
91709,3,0.076146208991607,0.011728066951036,201193.0141669283,9974.603757304369
91722,2,69.41406075283885,0.119579635560513,189036.24316560425,15084.386447987703
91723,1,0.119579635560513,0.119579635560513,190207.81327574293,13827.524801981139
91724,1,0.119579635560513,0.119579635560513,191774.61243225756,14087.41643986404
